"","appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price"
"223",8930,"Sid Meier's Civilization? V","2010/9/23",1,"Firaxis Games;Aspyr (Mac);Aspyr (Linux)","2K;Aspyr (Mac);Aspyr (Linux)","windows;mac;linux",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Strategy","Turn-Based Strategy;Strategy;Turn-Based",286,129030,5565,4760,1797,"5000000-10000000",19.99
"226",9010,"Return to Castle Wolfenstein","2007/8/3",1,"Gray Matter Studios","Bethesda-Softworks","windows",0,"Single-player;Multi-player;Steam Cloud","Action","FPS;Action;Classic",0,3084,276,32,48,"200000-500000",3.99
"227",9030,"QUAKE Mission Pack 2: Dissolution of Eternity","2007/8/3",1,"Rogue Entertainment","id Software","windows",0,"Single-player;Multi-player;Steam Cloud","Action","Action;FPS;Shooter",0,143,15,88,91,"200000-500000",2.49
"228",9040,"QUAKE Mission Pack 1: Scourge of Armagon","2007/8/3",1,"Ritual Entertainment","id Software","windows",0,"Single-player;Multi-player;Steam Cloud","Action","Action;FPS;Shooter",0,205,13,129,152,"200000-500000",2.49
"229",9050,"DOOM 3","2007/8/3",1,"id Software","id Software","windows",0,"Single-player;Multi-player;Steam Cloud","Action","Horror;FPS;Action",0,2633,376,362,394,"200000-500000",0
"231",9160,"Master Levels for Doom II","2007/8/3",1,"id Software","id Software","windows",0,"Single-player;Steam Cloud","Action","Action;FPS;Classic",0,310,69,7,12,"500000-1000000",0
"233",9200,"RAGE","2011/10/3",1,"id Software","Bethesda Softworks","windows",16,"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support","Action","FPS;Post-apocalyptic;Action",60,9394,2882,559,392,"1000000-2000000",7.99
"234",9310,"Warhammer? 40,000: Dawn of War? ¨C Winter Assault","2007/8/7",1,"Relic Entertainment","SEGA","windows",16,"Single-player;Multi-player","Strategy","Strategy;Warhammer 40K;RTS",0,606,76,213,365,"500000-1000000",9.99
"235",9340,"Company of Heroes: Opposing Fronts","2007/9/24",1,"Relic Entertainment","SEGA","windows",0,"Single-player;Multi-player;Steam Cloud","Action;Strategy","Strategy;RTS;Action",0,579,52,79,106,"2000000-5000000",9.99
"237",9420,"Supreme Commander: Forged Alliance","2011/9/28",1,"Gas Powered Games","Square Enix","windows",0,"Single-player;Multi-player","Strategy","Strategy;RTS;Sci-fi",0,4969,174,803,1067,"1000000-2000000",8.99
"238",9450,"Warhammer? 40,000: Dawn of War? - Soulstorm","2008/3/7",1,"Relic Entertainment","SEGA","windows",16,"Single-player;Multi-player;Steam Cloud","Strategy","Warhammer 40K;Strategy;RTS",0,4887,286,1433,1629,"1000000-2000000",9.99
"240",9480,"Saints Row 2","2009/1/7",1,"Volition","Deep Silver","windows;linux",0,"Single-player;Steam Cloud","Action","Open World;Action;Character Customization",0,9442,2881,322,81,"2000000-5000000",9.99
"244",9800,"Death to Spies","2008/3/12",1,"Haggard Games","1C Entertainment","windows",0,"Single-player;Steam Cloud","Action;Adventure","Stealth;Action;Adventure",0,428,145,64,84,"100000-200000",3.99
"246",9880,"Champions Online","2011/6/14",1,"Cryptic Studios","Perfect World Entertainment","windows",0,"Multi-player;MMO;Co-op;Steam Achievements","Free to Play;Massively Multiplayer;RPG","Free to Play;Superhero;Massively Multiplayer",709,2081,823,12952,724,"1000000-2000000",0
"247",9900,"Star Trek Online","2012/1/31",1,"Cryptic Studios","Perfect World Entertainment","windows",0,"Multi-player;MMO;Co-op;Steam Achievements;Full controller support;In-App Purchases","Free to Play;Massively Multiplayer;RPG","Free to Play;Sci-fi;Space",0,7639,2391,2514,638,"1000000-2000000",0
"248",9940,"Blade Kitten","2014/5/22",1,"Krome Studios","Krome Studios","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action;Adventure","Anime;Platformer;Female Protagonist",20,746,149,222,360,"50000-100000",1.99
"252",10090,"Call of Duty: World at War","2008/11/18",1,"Treyarch","Activision","windows",16,"Single-player;Multi-player;Co-op","Action","Zombies;World War II;FPS",0,19595,1483,2331,1108,"1000000-2000000",19.99
"253",10100,"King's Quest? Collection","2009/7/23",1,"Sierra","Activision","windows",0,"Single-player","Adventure","Adventure;Point & Click;Classic",0,125,32,10,19,"100000-200000",14.99
"258",10150,"Prototype?","2009/6/12",1,"Radical Entertainment","Activision","windows",0,"Single-player","Action;Adventure","Action;Open World;Adventure",0,3702,904,645,1001,"500000-1000000",14.99
"259",10180,"Call of Duty?: Modern Warfare? 2","2009/11/11",1,"Infinity Ward;Aspyr (Mac)","Activision;Aspyr (Mac)","windows;mac",0,"Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled","Action","Action;FPS;Multiplayer",50,30006,2826,999,580,"5000000-10000000",19.99
"267",10500,"Total War: EMPIRE ¨C Definitive Edition","2009/3/4",1,"CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux)","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)","windows;mac;linux",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats","Strategy","Strategy;Historical;Military",30,14928,1719,3176,1385,"2000000-5000000",19.99
"268",10680,"Aliens vs. Predator?","2010/2/16",1,"Rebellion","SEGA","windows",0,"Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards","Action","Action;FPS;Aliens",50,9448,1186,170,168,"1000000-2000000",9.99
"269",11020,"TrackMania Nations Forever","2008/4/16",1,"Nadeo","Ubisoft","windows",0,"Single-player;Multi-player;Includes level editor","Racing","Racing;Free to Play;Multiplayer",0,8252,1244,902,87,"2000000-5000000",0
"276",11200,"Shadowgrounds Survivor","2007/11/14",1,"Frozenbyte","Frozenbyte","windows;mac",0,"Single-player;Shared/Split Screen;Steam Trading Cards;Includes level editor","Action","Action;Sci-fi;Isometric",0,328,239,355,374,"200000-500000",6.99
"277",11230,"Gumboy Tournament","2008/5/19",1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.","windows",0,"Single-player;Multi-player","Casual;Indie;Racing","Indie;Casual;Racing",0,351,142,46,49,"50000-100000",1.79
"281",11280,"Penguins Arena: Sedna's World","2008/12/18",1,"Frogames","Frogames","windows;mac",0,"Single-player;Multi-player;Online Multi-Player;Steam Trading Cards","Action;Casual;Indie","Action;Casual;Indie",10,902,129,91,97,"100000-200000",4.79
"282",11330,"Obulis","2009/3/19",1,"IonFX","Meridian4","windows",0,"Single-player;Steam Achievements","Casual;Indie","Puzzle;Casual;Indie",17,586,130,41,69,"100000-200000",3.99
"283",11340,"Larva Mortus","2009/3/19",1,"Meridian4","Meridian4","windows",0,"Single-player;Steam Achievements","Action;Indie","Action;Indie;Top-Down",25,523,161,76,108,"100000-200000",3.99
"288",11590,"Hospital Tycoon","2009/2/13",1,"Deep Red Limited","Codemasters","windows",0,"Single-player","Simulation","Simulation;Management;Singleplayer",0,175,301,119,176,"200000-500000",3.49
"289",12100,"Grand Theft Auto III","2008/1/4",1,"Rockstar Games","Rockstar Games","windows",18,"Single-player;Partial Controller Support","Action","Open World;Action;Classic",0,4718,750,98,63,"1000000-2000000",5.99
"290",12110,"Grand Theft Auto: Vice City","2011/1/10",1,"Rockstar Games","Rockstar Games","windows",18,"Single-player;Partial Controller Support","Action","Open World;Action;1980s",0,9817,819,209,93,"2000000-5000000",5.99
"291",12120,"Grand Theft Auto: San Andreas","2008/1/4",1,"Rockstar Games","Rockstar Games","windows",18,"Single-player","Action","Open World;Action;Multiplayer",0,26877,3243,807,249,"2000000-5000000",9.99
"292",12130,"Manhunt","2008/1/4",1,"Rockstar North","Rockstar Games","windows",18,"Single-player","Action","Gore;Violent;Stealth",0,816,433,99,101,"200000-500000",5.99
"296",12180,"Grand Theft Auto 2","2008/1/4",1,"Rockstar North","Rockstar Games","windows",0,"Single-player","Action","Action;Classic;Open World",0,184,17,3,4,"500000-1000000",0
"297",12200,"Bully: Scholarship Edition","2008/10/21",1,"Rockstar New England","Rockstar Games","windows",0,"Single-player;Partial Controller Support","Action;Adventure","Open World;Action;Adventure",0,8504,1764,319,225,"1000000-2000000",9.99
"298",12210,"Grand Theft Auto IV","2008/12/2",1,"Rockstar North;Rockstar Toronto","Rockstar Games","windows",0,"Single-player;Multi-player;Partial Controller Support","Action;Adventure","Open World;Action;Bowling",0,35240,18926,1255,634,"2000000-5000000",19.99
"299",12220,"Grand Theft Auto: Episodes from Liberty City","2010/4/12",1,"Rockstar North / Toronto","Rockstar Games","windows",18,"Single-player;Multi-player","Action","Open World;Action;Multiplayer",0,6401,2345,508,112,"2000000-5000000",14.99
"301",12320,"Sacred Gold","2008/7/9",1,"Ascaron Entertainment ltd.","Strategy First","windows",0,"Single-player","Action;RPG","RPG;Action;Hack and Slash",0,1489,319,337,404,"200000-500000",6.99
"304",12360,"FlatOut: Ultimate Carnage","2008/8/26",1,"Bugbear Entertainment","Strategy First","windows",0,"Single-player;Multi-player","Racing","Racing;Destruction;Multiplayer",0,1967,394,37,71,"200000-500000",16.99
"323",12710,"Overlord?: Raising Hell","2009/11/12",1,"Triumph Studios;Virtual Programming","Codemasters","windows;mac;linux",0,"Single-player;Partial Controller Support","RPG","RPG;Action;Villain Protagonist",0,946,75,446,256,"500000-1000000",6.99
"324",12770,"Rise of the Argonauts","2009/1/7",1,"Liquid Entertainment","Codemasters","windows",0,"Single-player;Full controller support","RPG","RPG;Action;Adventure",0,365,178,88,147,"200000-500000",4.99
"326",12810,"Overlord II","2009/6/24",1,"Triumph Studios;Virtual Programming","Codemasters","windows;mac;linux",0,"Single-player","RPG","RPG;Villain Protagonist;Fantasy",0,2116,306,197,119,"1000000-2000000",6.99
"327",12830,"Operation Flashpoint: Dragon Rising","2009/10/8",1,"Codemasters Studios","Codemasters","windows",0,"Single-player;Partial Controller Support","Action","Action;FPS;Tactical",0,1024,580,413,417,"500000-1000000",6.99
"329",13140,"America's Army 3","2009/6/17",1,"U.S. Army","U.S. Army","windows",0,"Single-player;Multi-player;Steam Achievements;Steam Cloud","Action","Action;Free to Play;FPS",71,1515,723,12,13,"500000-1000000",0
"331",13210,"Unreal Tournament 3 Black","2009/3/5",1,"Epic Games, Inc.","Epic Games, Inc.","windows",0,"Single-player;Multi-player;Co-op;Steam Achievements","Action","FPS;Action;Multiplayer",57,2414,278,542,239,"500000-1000000",13.99
"332",13230,"Unreal Tournament 2004: Editor's Choice Edition","2004/3/17",1,"Epic Games, Inc.","Epic Games, Inc.","windows",0,"Single-player;Multi-player;Steam Trading Cards","Action","FPS;Arena Shooter;Action",0,2211,66,414,496,"200000-500000",8.99
"333",13240,"Unreal Tournament: Game of the Year Edition","2008/3/17",1,"Epic Games, Inc.","Epic Games, Inc.","windows",0,"Single-player;Multi-player","Action","Classic;FPS;Action",0,2134,65,565,924,"200000-500000",5.99
"334",13250,"Unreal Gold","2008/3/17",1,"Epic Games, Inc.","Epic Games, Inc.","windows",0,"Single-player;Multi-player","Action","Classic;FPS;Action",0,1228,132,67,41,"500000-1000000",5.99
"335",13500,"Prince of Persia: Warrior Within?","2009/8/27",1,"Ubisoft","Ubisoft","windows",0,"Single-player","Action;Adventure","Action;Adventure;Parkour",0,657,101,307,312,"200000-500000",8.59
"336",13520,"Far Cry?","2008/4/1",1,"Crytek Studios","Ubisoft","windows",0,"Single-player","Action","FPS;Action;Classic",0,3099,609,126,229,"500000-1000000",8.59
"346",15100,"Assassin's Creed?: Director's Cut Edition","2008/4/9",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Open World",0,5743,1162,360,476,"500000-1000000",8.59
"347",15120,"Tom Clancy's Rainbow Six? Vegas 2","2008/4/16",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player;Multi-player;Co-op","Action","Action;Tactical;FPS",0,2582,456,1349,1936,"500000-1000000",8.59
"348",15130,"Beyond Good and Evil?","2008/5/13",1,"Ubisoft","Ubisoft","windows",0,"Single-player","Action;Adventure","Adventure;Female Protagonist;Action",0,1823,186,355,448,"200000-500000",4.29
"365",15620,"Warhammer 40,000: Dawn of War II","2009/2/18",1,"Relic Entertainment;Feral Interactive (Mac/Linux)","SEGA;Feral Interactive (Mac/Linux)","windows;mac;linux",0,"Single-player;Multi-player;Co-op;Steam Trading Cards;Steam Cloud","Strategy","Strategy;Warhammer 40K;RTS",73,5626,755,628,293,"2000000-5000000",14.99
"366",15700,"Oddworld: Abe's Oddysee?","2008/8/28",1,"Oddworld Inhabitants","Oddworld Inhabitants","windows",0,"Single-player;Steam Trading Cards","Adventure","Adventure;Platformer;Classic",0,2739,442,387,217,"2000000-5000000",1.99
"388",16450,"F.E.A.R. 2: Project Origin","2009/2/12",1,"Monolith","Warner Bros. Interactive Entertainment","windows",0,"Single-player;Multi-player","Action","Horror;FPS;Action",0,3274,509,301,367,"1000000-2000000",9.99
"392",16710,"Insecticide Part 1","2008/7/1",1,"Crackpot Entertainment","Missing Link Games","windows",0,"Single-player","Action;Adventure","Adventure;Action;Female Protagonist",0,308,110,264,265,"100000-200000",0.79
"393",16720,"Velvet Assassin","2009/5/1",1,"Replay Studios","Missing Link Games","windows;mac",0,"Single-player;Partial Controller Support","Action","Stealth;Action;Female Protagonist",0,1219,832,9,10,"200000-500000",1.69
"397",17080,"Tribes: Ascend","2012/6/27",1,"Hi-Rez Studios","Hi-Rez Studios","windows",0,"Multi-player;Co-op","Action;Free to Play","Free to Play;FPS;Action",0,6470,1738,128,75,"2000000-5000000",0
"402",17300,"Crysis","2008/9/17",1,"Crytek","Electronic Arts","windows",0,"Single-player","Action","FPS;Action;Sci-fi",0,6075,1277,313,105,"1000000-2000000",9.99
"403",17330,"Crysis Warhead?","2008/9/17",1,"Crytek","Electronic Arts","windows",0,"Single-player","Action","Action;FPS;Sci-fi",0,1694,312,18,29,"500000-1000000",7.99
"404",17390,"SPORE?","2008/12/19",1,"Maxis?","Electronic Arts","windows",0,"Single-player","Simulation","Simulation;Sandbox;Open World",0,15101,2014,1142,764,"2000000-5000000",14.99
"405",17410,"Mirror's Edge?","2009/1/14",1,"DICE","Electronic Arts","windows",0,"Single-player;Full controller support;Partial Controller Support","Action;Adventure","Parkour;First-Person;Action",0,17880,2341,260,172,"2000000-5000000",9.99
"406",17430,"Need for Speed Undercover","2008/12/19",1,"EA Black Box","Electronic Arts","windows",0,"Single-player;Multi-player;Partial Controller Support","Action;Racing","Racing;Open World;Multiplayer",0,2351,1081,916,1046,"200000-500000",9.99
"407",17440,"SPORE? Creepy & Cute Parts Pack","2008/12/19",1,"Maxis?","Electronic Arts","windows",0,"Single-player","Simulation","Simulation;Adventure;Open World",0,481,100,171,240,"500000-1000000",9.99
"408",17450,"Dragon Age: Origins","2009/11/5",1,"BioWare","Electronic Arts","windows",0,"Single-player","RPG","RPG;Fantasy;Story Rich",0,6207,468,2061,2889,"500000-1000000",14.99
"409",17460,"Mass Effect","2008/12/19",1,"BioWare","Electronic Arts","windows",0,"Single-player","Action;RPG","RPG;Sci-fi;Story Rich",0,10107,666,612,633,"1000000-2000000",7.99
"410",17470,"Dead Space","2009/1/9",1,"EA Redwood Shores","Electronic Arts","windows",0,"Single-player;Full controller support","Action","Horror;Action;Sci-fi",0,9136,1049,295,178,"2000000-5000000",14.99
"411",17480,"Command & Conquer: Red Alert 3","2009/1/8",1,"EA Los Angeles","Electronic Arts","windows",0,"Single-player","Strategy","Strategy;RTS;Base-Building",0,4390,855,575,395,"500000-1000000",9.99
"412",17500,"Zombie Panic! Source","2008/10/3",1,"Zombie Panic Team","Zombie Panic Team","windows;linux",0,"Multi-player;Co-op;Mods;Mods (require HL2);Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK","Action;Free to Play;Indie","Free to Play;Zombies;Multiplayer",106,5267,914,948,86,"500000-1000000",0
"413",17570,"Pirates, Vikings, and Knights II","2010/2/12",1,"Octoshark Studios","Octoshark Studios","windows;mac;linux",0,"Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK","Action;Free to Play;Indie","Free to Play;Multiplayer;Action",247,3839,582,117,197,"500000-1000000",0
"414",17710,"Nuclear Dawn","2011/9/26",1,"GameConnect;InterWave Studios","Iceberg Interactive","windows;mac;linux",0,"Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor","Action;Strategy","Strategy;FPS;Action",58,1675,441,971,1184,"200000-500000",6.99
"415",17740,"Empires Mod","2008/7/28",1,"Empires","Empires","windows;linux",0,"Multi-player;Cross-Platform Multiplayer;Steam Cloud;Includes level editor;Includes Source SDK","Action;Free to Play;Strategy","Free to Play;Strategy;Action",8,663,115,701,1378,"100000-200000",0
"427",18500,"Defense Grid: The Awakening","2008/12/8",1,"Hidden Path Entertainment","Hidden Path Entertainment","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Indie;Strategy","Tower Defense;Strategy;Sci-fi",87,3307,113,455,686,"500000-1000000",6.99
"429",18700,"And Yet It Moves","2009/4/2",1,"Broken Rules","Broken Rules","windows;mac;linux",0,"Single-player;Steam Achievements;Partial Controller Support","Action;Indie","Platformer;Indie;Puzzle",30,735,327,17,22,"200000-500000",6.99
"431",19000,"Silent Hill Homecoming","2009/3/2",1,"Double Helix Games","Konami Digital Entertainment, Inc.;Konami Digital Entertainement GmbH","windows",0,"Single-player","Adventure","Horror;Adventure;Survival Horror",0,480,437,58,73,"100000-200000",17.99
"435",19200,"Tank Universal","2008/8/21",1,"Dialogue Design","Meridian4","windows",0,"Single-player;Steam Achievements","Action;Indie","Action;Indie;Tanks",27,226,190,39,63,"100000-200000",3.99
"439",19830,"Tom Clancy's Rainbow Six? 3 Gold","2008/9/25",1,"Red Storm Entertainment;Ubisoft Montreal","Ubisoft","windows",0,"Single-player","Action","Tactical;FPS;Action",0,811,71,43,61,"100000-200000",4.29
